Player,Season,Position,Team,Out,Probable,Questionable
Trae Waynes,2021,CB,Bengals,1,2,1
Trai Turner,2021,G,Steelers,0,0,1
Travis Homer,2021,RB,Seahawks,0,2,1
Travis Kelce,2021,TE,Chiefs,0,0,1
Trayvon Mullen,2021,CB,Raiders,0,2,0
Tre Brown,2021,CB,Seahawks,0,1,0
Tre Flowers,2021,CB,Seahawks,0,0,0
Tre Herndon,2021,CB,Jaguars,0,2,1
Tre'Davious White,2021,CB,Bills,0,0,0
Tre'Quan Smith,2021,WR,Saints,0,2,1
Tre'von Moehrig,2021,S,Raiders,0,0,0
Tremaine Edmunds,2021,LB,Bills,0,1,1
Tremayne Anchrum,2021,T,Rams,0,0,0
Trent Brown,2021,T,Patriots,0,1,7
Trent Harris,2021,LB,Giants,0,1,0
Trent Scott,2021,T,Panthers,0,0,0
Trent Williams,2021,T,49ers,1,0,3
Trenton Cannon,2021,RB,49ers,0,1,0
Trevis Gipson,2021,LB,Bears,0,0,0
Trevon Diggs,2021,CB,Cowboys,0,0,1
Trevon Wesco,2021,TE,Jets,1,2,0
Trevor Lawrence,2021,QB,Jaguars,0,0,0
Trevor Siemian,2021,QB,Saints,0,0,0
Trey Flowers,2021,LB,Lions,0,4,6
Trey Hendrickson,2021,DE,Bengals,0,0,0
Trey Hill,2021,C,Bengals,0,0,1
Trey Hopkins,2021,C,Bengals,0,0,2
Trey Lance,2021,QB,49ers,0,1,0
Trey Marshall,2021,S,Chargers,0,1,2
Trey Sermon,2021,RB,49ers,0,1,0
Trey Smith,2021,G,Chiefs,0,0,0
Trill Williams,2021,CB,Dolphins,1,1,0
Trinity Benson,2021,WR,Lions,0,1,1
Tristan Vizcaino,2021,K,Chargers,0,0,0
Tristan Wirfs,2021,T,Buccaneers,0,0,1
Troy Apke,2021,CB,Football Team,0,0,0
Troy Hill,2021,CB,Browns,0,2,3
Troy Reeder,2021,LB,Rams,0,0,0
Trysten Hill,2021,DT,Cowboys,0,0,0
Tua Tagovailoa,2021,QB,Dolphins,0,1,2
Tutu Atwell,2021,WR,Rams,0,0,1
Ty Montgomery,2021,WR,Saints,0,2,2
Ty Nsekhe,2021,T,Cowboys,0,3,1
Ty Sambrailo,2021,T,Titans,0,0,1
Ty Summers,2021,LB,Packers,0,1,0
Tyeler Davison,2021,DT,Falcons,0,0,0
Tylan Wallace,2021,WR,Ravens,0,0,0
Tyler Boyd,2021,WR,Bengals,0,0,0
Tyler Conklin,2021,TE,Vikings,0,0,1
Tyler Higbee,2021,TE,Rams,0,0,0
Tyler Huntley,2021,QB,Ravens,0,0,1
Tyler Kroft,2021,TE,Jets,0,2,2
Tyler Lancaster,2021,DT,Packers,0,0,2
Tyler Larsen,2021,C,Football Team,0,1,1
Tyler Lockett,2021,WR,Seahawks,0,0,1
Tyler Ott,2021,LS,Seahawks,0,0,0
Tyler Shatley,2021,C,Jaguars,0,0,0
Tyler Shatley,2021,G,Jaguars,0,0,0
Tyler Shelvin,2021,DT,Bengals,1,0,2
Tyquan Lewis,2021,DE,Colts,0,0,0
Tyrann Mathieu,2021,S,Chiefs,0,0,2
Tyre Phillips,2021,G,Ravens,1,0,1
Tyree Gillespie,2021,S,Raiders,0,1,0
Tyreek Hill,2021,WR,Chiefs,0,0,2
Tyrell Williams,2021,WR,Lions,0,1,0
Tyrie Cleveland,2021,WR,Broncos,0,0,1
Tyrod Taylor,2021,QB,Texans,0,0,0
Tyron Smith,2021,T,Cowboys,0,4,3
Tyson Alualu,2021,DE,Steelers,0,0,0
Tyson Campbell,2021,CB,Jaguars,0,0,4
Tytus Howard,2021,T,Texans,0,0,0
Tyus Bowser,2021,LB,Ravens,0,0,0
Uchenna Nwosu,2021,LB,Chargers,0,0,0
Van Jefferson,2021,WR,Rams,0,0,2
Vernon Butler,2021,DT,Bills,0,0,0
Vernon Hargreaves III,2021,CB,Bengals,0,0,1
Vernon Scott,2021,S,Packers,0,2,1
Vita Vea,2021,DT,Buccaneers,1,0,1
Von Miller,2021,LB,Broncos,0,0,1
Von Miller,2021,LB,Rams,0,0,2
Wayne Gallman,2021,RB,Falcons,0,0,0
Wes Schweitzer,2021,G,Football Team,0,2,0
Whitney Mercilus,2021,DE,Texans,0,0,0
Will Compton,2021,LB,Raiders,0,0,1
Will Fuller,2021,WR,Dolphins,0,1,0
Will Grier,2021,QB,Cowboys,0,0,1
Will Harris,2021,S,Lions,0,0,0
Will Holden,2021,T,Lions,0,0,1
Will Richardson,2021,T,Jaguars,0,0,0
William Gholston,2021,DE,Buccaneers,0,0,1
William Jackson,2021,CB,Football Team,0,2,2
Willie Gay Jr.,2021,LB,Chiefs,0,1,0
Wyatt Davis,2021,G,Vikings,0,1,1
Xavien Howard,2021,CB,Dolphins,0,1,1
Xavier Crawford,2021,CB,Bears,0,2,2
Xavier McKinney,2021,S,Giants,0,0,0
Xavier Rhodes,2021,CB,Colts,0,3,2
Xavier Su'a-Filo,2021,G,Bengals,2,1,0
Xavier Woods,2021,S,Vikings,0,0,0
Yannick Ngakoue,2021,DE,Raiders,0,0,1
Yetur Gross-Matos,2021,DE,Panthers,1,1,1
Yodny Cajuste,2021,T,Patriots,0,0,3
Za'Darius Smith,2021,LB,Packers,0,0,1
Zach Allen,2021,DE,Cardinals,0,0,1
Zach Banner,2021,T,Steelers,0,0,0
Zach Cunningham,2021,LB,Titans,0,1,0
Zach Ertz,2021,TE,Cardinals,0,1,1
Zach Ertz,2021,TE,Eagles,0,0,0
Zach Gentry,2021,TE,Steelers,0,0,1
Zach Kerr,2021,DT,Cardinals,0,1,1
Zach Pascal,2021,WR,Colts,0,0,0
Zach Sieler,2021,DT,Dolphins,0,0,0
Zach Wilson,2021,QB,Jets,2,2,0
Zack Moss,2021,RB,Bills,0,0,1
Zaven Collins,2021,LB,Cardinals,0,0,0
Zay Jones,2021,WR,Raiders,0,0,0
Zech McPhearson,2021,CB,Eagles,0,1,1
Player,Season,Position,Team,Doubtful,Out,Questionable
A'Shawn Robinson,2022,DT,49ers,0,1,0
A'Shawn Robinson,2022,DT,Rams,0,0,1
A.J. Brown,2022,WR,Eagles,0,0,0
A.J. Brown,2022,WR,Packers,0,0,0
A.J. Cann,2022,G,Texans,0,0,1
A.J. Epenesa,2022,DE,Bills,1,0,1
A.J. Green,2022,CB,Browns,0,0,0
A.J. Green,2022,WR,Cardinals,0,1,0
A.J. Terrell,2022,CB,Falcons,0,3,1
AJ Dillon,2022,RB,Packers,0,0,0
AJ Parker,2022,CB,Lions,0,1,0
Aaron Banks,2022,G,49ers,0,0,1
Aaron Brewer,2022,G,Titans,0,0,1
Aaron Brewer,2022,LS,Cardinals,0,0,0
Aaron Donald,2022,DT,49ers,0,0,0
Aaron Donald,2022,DT,Falcons,0,0,0
Aaron Donald,2022,DT,Rams,0,5,1
Aaron Jones,2022,RB,Chiefs,0,0,0
Aaron Jones,2022,RB,Packers,0,0,1
Aaron Patrick,2022,LB,Broncos,0,1,0
Aaron Robinson,2022,CB,Giants,0,1,0
Aaron Robinson,2022,CB,Panthers,0,1,0
Aaron Rodgers,2022,QB,Chiefs,0,0,0
Aaron Rodgers,2022,QB,Packers,0,0,1
Abraham Lucas,2022,T,Raiders,0,0,1
Abraham Lucas,2022,T,Seahawks,0,0,1
Adam Gotsis,2022,DE,Jaguars,0,1,0
Adam Prentice,2022,FB,Saints,0,0,0
Adam Thielen,2022,WR,Vikings,0,0,0
Adam Trautman,2022,TE,Saints,0,1,3
Adetokunbo Ogundeji,2022,LB,Falcons,0,0,1
Adoree' Jackson,2022,CB,Giants,1,5,0
Adrian Amos,2022,S,Packers,0,0,1
Adrian Phillips,2022,S,Jaguars,0,0,1
Adrian Phillips,2022,S,Patriots,0,0,4
Ahkello Witherspoon,2022,CB,Eagles,0,1,0
Ahkello Witherspoon,2022,CB,Steelers,1,6,0
Aidan Hutchinson,2022,DE,Lions,0,0,2
Akayleb Evans,2022,CB,Vikings,0,2,0
Akeem Davis-Gaither,2022,LB,Bengals,0,0,0
Akiem Hicks,2022,DT,Browns,0,0,0
Akiem Hicks,2022,DT,Buccaneers,0,5,4
Al Woods,2022,DT,Seahawks,1,1,2
Al-Quadin Muhammad,2022,DE,Bears,1,0,1
Alaric Jackson,2022,T,Rams,1,0,0
Albert Okwuegbunam,2022,TE,Broncos,0,0,0
Alec Ingold,2022,FB,Dolphins,0,0,2
Alec Pierce,2022,WR,Colts,0,1,0
Alex Bars,2022,G,Raiders,0,1,1
Alex Cappa,2022,G,Bengals,0,3,0
Alex Cappa,2022,G,Broncos,0,0,0
Alex Wright,2022,DE,Browns,0,0,0
Alexander Mattison,2022,RB,Vikings,0,0,1
Allen Lazard,2022,WR,Bears,0,0,1
Allen Lazard,2022,WR,Chiefs,0,0,0
Allen Lazard,2022,WR,Packers,1,1,2
Allen Robinson,2022,WR,49ers,0,0,1
Alontae Taylor,2022,CB,Buccaneers,0,0,1
Alontae Taylor,2022,CB,Saints,0,1,0
Alton Robinson,2022,DE,Seahawks,0,1,0
Alvin Kamara,2022,RB,Buccaneers,0,0,1
Alvin Kamara,2022,RB,Saints,0,0,3
Alvin Kamara,2022,RB,Seahawks,0,0,1
Amani Hooker,2022,S,Titans,0,7,1
Amani Oruwariye,2022,CB,Lions,0,0,1
Amare Barno,2022,DE,Panthers,0,0,1
Amari Cooper,2022,WR,Browns,0,0,1
Amari Cooper,2022,WR,Jets,0,0,0
Amari Rodgers,2022,WR,Packers,0,0,1
Ambry Thomas,2022,CB,49ers,0,2,4
Ameer Abdullah,2022,RB,Raiders,0,0,0
Amen Ogbongbemiga,2022,LB,Chargers,0,0,1
Amik Robertson,2022,CB,Raiders,0,0,0
Amon-Ra St. Brown,2022,WR,Lions,0,1,2
Andre Cisco,2022,S,Jaguars,0,0,2
Andre Dillard,2022,T,Eagles,0,0,0
Andre James,2022,C,Cardinals,0,1,0
Andre James,2022,C,Raiders,0,0,1
Andre Roberts,2022,WR,Panthers,0,0,1
Andrew Adams,2022,S,Titans,0,0,0
Andrew Beck,2022,TE,Broncos,0,4,2
Andrew Billings,2022,DT,Raiders,0,1,3
Andrew Booth,2022,CB,Bills,0,1,0
Andrew Booth,2022,CB,Vikings,1,2,1
Andrew Brown,2022,DT,Bears,0,0,0
Andrew Norwell,2022,G,Commanders,0,0,1
Andrew Thomas,2022,T,Giants,0,0,1
Andrew Van Ginkel,2022,LB,Dolphins,0,0,2
Andrew Wingard,2022,S,Jaguars,0,0,3
Andrew Wylie,2022,G,Chiefs,0,0,0
Andrew Wylie,2022,T,Chiefs,0,0,0
Andrus Peat,2022,G,Saints,0,4,4
Andrus Peat,2022,G,Seahawks,0,0,1
Andy Dalton,2022,QB,Saints,0,0,0
Andy Isabella,2022,WR,Cardinals,0,0,0
Andy Isabella,2022,WR,Cowboys,0,1,0
Andy Lee,2022,P,Cardinals,0,0,1
Anfernee Jennings,2022,DT,Bears,0,0,1
Anfernee Jennings,2022,LB,Patriots,0,0,2
Anthony Barr,2022,LB,Cowboys,0,2,2
Anthony Brown,2022,CB,Cowboys,0,1,1
Anthony Nelson,2022,LB,Buccaneers,0,0,0
Anthony Schwartz,2022,WR,Browns,0,0,0
Antoine Winfield Jr.,2022,S,Buccaneers,2,2,3
Antonio Gibson,2022,RB,Commanders,0,1,1
Antonio Hamilton,2022,CB,Cardinals,0,1,2
Arik Armstead,2022,DE,49ers,0,1,2
Arik Armstead,2022,DT,49ers,0,5,0
Arik Armstead,2022,DT,Saints,1,0,0
Armani Rogers,2022,TE,Commanders,0,1,0
Armon Watts,2022,DT,Bears,0,0,1
Arnold Ebiketie,2022,LB,Falcons,0,0,2
Arron Mosby,2022,LB,Panthers,0,0,0
Artie Burns,2022,CB,Giants,0,0,1
Artie Burns,2022,CB,Seahawks,2,0,1
Ashton Dulin,2022,WR,Colts,0,1,0
Ashtyn Davis,2022,S,Jets,0,1,1
Austin Blythe,2022,C,Seahawks,0,0,0
Austin Corbett,2022,G,Panthers,0,0,0
Austin Deculus,2022,T,Texans,0,3,1
Austin Ekeler,2022,RB,Chargers,0,0,0
Austin Hooper,2022,TE,Titans,0,0,0
Austin Jackson,2022,T,Dolphins,1,1,1
Austin Jackson,2022,T,Saints,0,0,0
Austin Johnson,2022,DT,Chargers,0,0,0
Austin Seibert,2022,K,Lions,0,1,0
Avonte Maddox,2022,CB,Eagles,0,5,0
Azeez Al-Shaair,2022,LB,49ers,0,1,0
Azeez Ojulari,2022,DE,Giants,0,0,1
Azeez Ojulari,2022,LB,Giants,2,2,2
Azeez Ojulari,2022,LB,Panthers,1,0,0
Baker Mayfield,2022,QB,Panthers,2,0,0
Bam Knight,2022,RB,Jets,0,0,1
Baron Browning,2022,LB,Broncos,0,2,2
Ben Banogu,2022,DE,Colts,0,0,0
Ben Bredeson,2022,G,Giants,0,1,0
Ben Cleveland,2022,G,Ravens,0,2,2
Ben Ellefson,2022,TE,Vikings,0,2,0
Ben Jones,2022,C,Packers,0,0,0
Ben Jones,2022,C,Titans,0,2,1
Ben Powers,2022,G,Ravens,0,0,0
Ben Skowronek,2022,WR,Rams,0,2,0
Benjamin St-Juste,2022,CB,Commanders,0,2,3
Benny Snell,2022,RB,Steelers,0,0,0
Bernhard Raimann,2022,T,Colts,0,1,1
Bilal Nichols,2022,DE,Raiders,0,0,1
Billy Price,2022,C,Cardinals,0,0,0
Billy Turner,2022,T,Broncos,0,1,4
Billy Turner,2022,T,Texans,0,0,1
Blake Brandel,2022,T,Vikings,0,0,0
Blake Cashman,2022,LB,Texans,0,1,0
Blake Martinez,2022,LB,Raiders,0,0,0
Bobby Price,2022,CB,Lions,0,1,0
Boston Scott,2022,RB,Eagles,0,1,1
Boye Mafe,2022,LB,Seahawks,0,0,0
Braden Mann,2022,P,Steelers,0,0,1
Braden Smith,2022,T,Colts,0,1,1
Bradley Chubb,2022,LB,Dolphins,0,0,3
Bradley Pinion,2022,P,Falcons,0,0,0
Bradley Roby,2022,CB,Saints,0,0,1
Brandin Cooks,2022,WR,Texans,0,3,4
Brandin Echols,2022,CB,Jets,0,3,1
Brandon Bolden,2022,RB,Cardinals,1,0,0
Brandon Bolden,2022,RB,Raiders,0,0,1
Brandon Facyson,2022,CB,Colts,1,0,0
Brandon Graham,2022,DE,Eagles,0,0,0
Brandon Graham,2022,DE,Packers,0,0,0
Brandon Graham,2022,DE,Vikings,0,0,0
Brandon Johnson,2022,WR,Broncos,0,0,0
Brandon Jones,2022,S,Dolphins,0,0,1
Brandon Jones,2022,S,Saints,0,0,0
Brandon McManus,2022,K,Broncos,0,0,0
Brandon Powell,2022,WR,Rams,0,0,2
Brandon Scherff,2022,G,Jaguars,0,0,5
Brandon Shell,2022,T,Dolphins,0,0,1
Brandon Smith,2022,LB,Panthers,0,1,1
Brandon Smith,2022,LB,Ravens,1,0,0
Brandon Stephens,2022,CB,Dolphins,0,0,1
Brandon Stephens,2022,CB,Ravens,0,1,2
Braxton Berrios,2022,WR,Jets,0,0,0
Braxton Berrios,2022,WR,Steelers,0,0,1
Breece Hall,2022,RB,Jets,0,0,1
Breiden Fehoko,2022,DT,Chargers,0,0,1
Brenden Jaimes,2022,G,Chargers,0,0,1
Breshad Perriman,2022,WR,Browns,0,0,1
Breshad Perriman,2022,WR,Buccaneers,1,0,2
Brevin Jordan,2022,TE,Rams,0,0,1
Brevin Jordan,2022,TE,Texans,0,3,1
Brian Allen,2022,C,49ers,0,1,0
Brian Allen,2022,C,Falcons,0,1,0
Brian Allen,2022,C,Rams,0,7,4
Brian Asamoah,2022,LB,Vikings,0,0,0
Brian Burns,2022,DE,Panthers,0,0,0
Brian Hoyer,2022,QB,Patriots,0,0,0
Brian Robinson,2022,RB,Commanders,0,0,0
Britain Covey,2022,WR,Eagles,0,0,1
Brock Purdy,2022,QB,49ers,0,0,1
Brock Wright,2022,TE,Lions,0,0,2
Bruce Irvin,2022,LB,Seahawks,0,0,0
Bryan Anger,2022,P,Cowboys,0,0,1
Bryan Cook,2022,S,Chiefs,0,1,0
Bryce Callahan,2022,CB,Chargers,1,0,1
Bryce Callahan,2022,CB,Jaguars,0,0,0
Bud Dupree,2022,LB,Titans,0,5,1
Budda Baker,2022,S,Cardinals,0,0,2
Byron Murphy,2022,CB,Cardinals,0,4,4
Byron Murphy,2022,CB,Chargers,0,1,0
C.J. Board,2022,WR,Titans,0,2,0
C.J. Gardner-Johnson,2022,S,Eagles,0,1,0
C.J. Ham,2022,FB,Vikings,0,0,0
C.J. Henderson,2022,CB,Panthers,0,0,2
C.J. Moore,2022,S,Lions,0,0,0
C.J. Mosley,2022,LB,Jets,0,0,0
C.J. Uzomah,2022,TE,Jets,0,0,1
C.J. Uzomah,2022,TE,Steelers,1,0,0
Cade Mays,2022,G,Panthers,0,0,1
Cade Otton,2022,TE,Buccaneers,1,0,0
Caden Sterns,2022,S,Broncos,1,2,1
Cairo Santos,2022,K,Bears,0,0,1
Calais Campbell,2022,DE,Dolphins,0,0,0
Calais Campbell,2022,DE,Ravens,0,2,1
Caleb Farley,2022,CB,Titans,0,0,1
Caleb Huntley,2022,RB,Falcons,0,0,1
Caleb Jones,2022,T,Packers,0,1,0
Calvin Anderson,2022,T,Broncos,0,1,1
Calvin Throckmorton,2022,G,Saints,0,1,0
Calvin Throckmorton,2022,T,Buccaneers,0,0,0
Calvin Throckmorton,2022,T,Saints,0,0,2
Cam Akers,2022,RB,Rams,0,2,0
Cam Jurgens,2022,C,Eagles,0,0,0
Cam Lewis,2022,CB,Bills,0,0,2
Cam Robinson,2022,T,Jaguars,0,1,0
Cam Sims,2022,WR,Commanders,0,0,1
Cam Taylor-Britt,2022,CB,Bengals,0,0,1
Cameron Brate,2022,TE,Buccaneers,0,4,2
Cameron Dantzler,2022,CB,Vikings,0,1,4
Cameron Erving,2022,T,Panthers,0,0,1
Cameron Fleming,2022,T,Broncos,0,1,2
Cameron Heyward,2022,DT,Eagles,0,0,1
Cameron Heyward,2022,DT,Patriots,0,0,0
Cameron Heyward,2022,DT,Steelers,0,1,0
Cameron Jordan,2022,DE,Buccaneers,0,0,0
Cameron Jordan,2022,DE,Saints,0,1,0
Cameron Jordan,2022,DE,Seahawks,0,0,1
Cameron Sutton,2022,CB,Steelers,0,1,1
Cameron Thomas,2022,LB,Cardinals,0,0,0
Camryn Bynum,2022,S,Vikings,0,0,0
Carl Granderson,2022,DE,Saints,0,0,0
Carl Lawson,2022,DE,Jets,0,0,0
Carl Nassib,2022,LB,Buccaneers,1,2,1
Carlos Basham,2022,DE,Bills,0,1,0
Carlos Dunlap,2022,DE,Chiefs,0,0,0
Carlton Davis,2022,CB,Buccaneers,1,1,3
Carson Wentz,2022,QB,Commanders,0,1,0
Carter Coughlin,2022,LB,Giants,0,0,1
Case Keenum,2022,QB,Bills,0,0,0
Casey Toohill,2022,DE,Commanders,0,1,0
Cedric Ogbuehi,2022,T,Jets,1,0,0
Cedrick Wilson Jr.,2022,WR,Dolphins,0,0,3
Cedrick Wilson Jr.,2022,WR,Saints,0,0,1
CeeDee Lamb,2022,WR,Cowboys,0,0,2
Cesar Ruiz,2022,G,Saints,0,0,0
Cethan Carter,2022,TE,Dolphins,0,3,0
Cethan Carter,2022,TE,Saints,0,1,0
Chad Muma,2022,LB,Jaguars,0,1,2
Chance Campbell,2022,LB,Titans,0,1,0
Chandler Jones,2022,DE,Raiders,0,0,0
Chandler Wooten,2022,LB,Panthers,0,0,0
Channing Tindall,2022,LB,Dolphins,0,0,0
Charles Harris,2022,DE,Lions,0,5,1
Charles Leno Jr.,2022,T,Commanders,0,0,1
Charles Omenihu,2022,DE,49ers,0,0,1
Charles Washington,2022,S,Cardinals,0,0,3
Charles Washington,2022,S,Chargers,0,1,0
Charley Hughlett,2022,LS,Browns,0,0,0
Charlie Woerner,2022,TE,49ers,0,0,0
Charvarius Ward,2022,CB,49ers,0,0,2
Chase Claypool,2022,WR,Bears,1,1,0
Chase Edmonds,2022,RB,Dolphins,0,0,0
Chase Hansen,2022,LB,Saints,0,1,1
Chase Lucas,2022,CB,Lions,0,3,1
Chase Winovich,2022,DE,Browns,0,0,0
Chase Young,2022,DE,Commanders,0,0,3
Chidobe Awuzie,2022,CB,Bengals,0,1,0
Chris Board,2022,LB,Lions,0,0,2
Chris Boswell,2022,K,Steelers,0,0,1
Chris Evans,2022,RB,Bengals,0,0,1
Chris Godwin,2022,WR,Browns,0,1,0
Chris Godwin,2022,WR,Buccaneers,0,1,2
Chris Hubbard,2022,T,Browns,0,0,1
Chris Hubbard,2022,T,Jets,0,1,0
Chris Jones,2022,DT,Chiefs,0,0,1
Chris Jones,2022,DT,Rams,0,0,0
Chris Lammons,2022,CB,Chiefs,0,1,0
Chris Lammons,2022,CB,Rams,0,0,1
Chris Moore,2022,WR,Texans,0,1,2
Chris Myarick,2022,TE,Giants,0,0,0
Chris Olave,2022,WR,Saints,0,1,2
Chris Rumph II,2022,LB,Chargers,1,1,0
Chris Wormley,2022,DE,Steelers,0,0,0
Christian Barmore,2022,DT,Bears,0,0,1
Christian Barmore,2022,DT,Patriots,0,2,2
Christian Benford,2022,CB,Bills,0,2,0
Christian Darrisaw,2022,T,Vikings,0,2,1
Christian Harris,2022,LB,Texans,0,0,1
Christian Holmes,2022,CB,Commanders,0,0,2
Christian Kirksey,2022,LB,Texans,0,0,0
Christian Kuntz,2022,LS,Steelers,0,0,0
Christian Matthew,2022,CB,Cardinals,0,2,1
Christian McCaffrey,2022,RB,49ers,0,0,0
Christian McCaffrey,2022,RB,Panthers,0,0,1
Christian McCaffrey,2022,RB,Ravens,0,0,0
Christian Watson,2022,WR,Packers,0,2,4
Christian Wilkins,2022,DT,Dolphins,0,0,1
Christian Wilkins,2022,DT,Saints,0,0,1
Chuba Hubbard,2022,RB,Panthers,0,2,1
Chukwuma Okorafor,2022,T,Steelers,0,1,0
Chuma Edoga,2022,G,Falcons,0,2,1
Chuma Edoga,2022,T,Falcons,0,1,1
Clayton Fejedelem,2022,S,Dolphins,0,0,1
Clelin Ferrell,2022,DE,Raiders,0,0,0
Cobie Durant,2022,CB,Rams,0,3,1
Cody Barton,2022,LB,Giants,0,0,0
Cody Barton,2022,LB,Raiders,0,0,0
Cody Barton,2022,LB,Seahawks,0,0,0
Cody Davis,2022,S,Patriots,0,0,1
Cody Ford,2022,G,Cardinals,0,1,1
Cody Hollister,2022,WR,Titans,0,1,1
Cody Whitehair,2022,G,Bears,1,0,0
Colby Gossett,2022,G,Falcons,0,0,0
Cole Holcomb,2022,LB,Commanders,0,5,0
Cole Kmet,2022,TE,Bears,0,0,0
Cole Turner,2022,TE,Commanders,0,1,1
Cole Van Lanen,2022,G,Jaguars,0,0,2
Coleman Shelton,2022,G,Rams,0,1,0
Colt McCoy,2022,QB,Cardinals,0,2,0
Colt McCoy,2022,QB,Chargers,0,0,0
Colton McKivitz,2022,T,49ers,0,1,1
Connor Heyward,2022,TE,Eagles,0,0,1
Connor McGovern,2022,G,Bengals,0,1,0
Connor McGovern,2022,G,Cowboys,0,1,1
Connor Williams,2022,C,Dolphins,0,0,0
Conor McDermott,2022,T,Jets,0,0,1
Cooper Kupp,2022,WR,Rams,0,0,1
Cordale Flott,2022,CB,Giants,0,5,1
Cordarrelle Patterson,2022,RB,Falcons,0,0,1
Cordell Volson,2022,G,Broncos,0,0,0
Corey Davis,2022,WR,Jets,0,4,1
Corey Linsley,2022,C,Chargers,1,1,2
Cory Littleton,2022,LB,Panthers,0,1,1
Courtland Sutton,2022,WR,Broncos,0,2,2
Creed Humphrey,2022,C,Chiefs,0,0,0
Cullen Gillaspia,2022,LB,Seahawks,0,1,0
Curtis Bolton,2022,LB,Raiders,0,0,0
Curtis Samuel,2022,WR,Commanders,0,0,0
D'Andre Swift,2022,RB,Lions,0,2,5
D'Ante Smith,2022,G,Bengals,0,0,0
D'Anthony Bell,2022,S,Browns,0,1,0
D'Onta Foreman,2022,RB,Panthers,0,0,0
D'Wayne Eskridge,2022,WR,Raiders,0,1,0
D'Wayne Eskridge,2022,WR,Seahawks,0,0,1
D.J. Humphries,2022,T,Cardinals,0,1,4
D.J. Humphries,2022,T,Chargers,0,1,0
D.J. Jones,2022,DT,Broncos,0,0,5
D.J. Reader,2022,DT,Bengals,0,1,0
D.J. Reed,2022,CB,Jets,0,0,1
D.J. Wonnum,2022,DE,Bills,0,0,0
D.J. Wonnum,2022,DE,Vikings,0,0,1
DJ Chark,2022,WR,Lions,0,2,1
DJ Moore,2022,WR,Panthers,0,0,1
DJ Turner,2022,WR,Raiders,0,0,1
DK Metcalf,2022,WR,Seahawks,0,0,2
DaMarcus Mitchell,2022,DE,Patriots,0,1,0
DaQuan Jones,2022,DT,Bills,0,0,1
DaVon Hamilton,2022,DT,Jaguars,0,0,2
Dak Prescott,2022,QB,Bengals,0,1,0
Dak Prescott,2022,QB,Cowboys,0,3,1
Dakota Allen,2022,LB,Broncos,0,2,1
Dallin Leavitt,2022,S,Packers,0,0,0
Dalton Risner,2022,G,Broncos,0,0,5
Dalton Schultz,2022,TE,Cowboys,0,0,3
Dalvin Cook,2022,RB,Vikings,0,0,0
Dalvin Tomlinson,2022,DT,Vikings,0,3,1
Damar Hamlin,2022,S,Bills,0,0,1
Damarion Williams,2022,CB,Ravens,0,0,1
Damarri Mathis,2022,CB,Broncos,0,0,1
Dameon Pierce,2022,RB,Texans,0,1,1
Damien Harris,2022,RB,Bears,0,0,0
Damien Harris,2022,RB,Patriots,1,1,4
Damien Lewis,2022,G,Giants,0,0,0
Damien Lewis,2022,G,Raiders,0,0,0
Damien Lewis,2022,G,Seahawks,0,0,1
Damien Williams,2022,RB,49ers,0,1,0
Damien Wilson,2022,LB,Panthers,0,0,0
Damone Clark,2022,LB,Cowboys,0,0,0
Damontae Kazee,2022,S,Steelers,0,0,0
Dane Belton,2022,S,Giants,0,0,4
Dane Belton,2022,S,Panthers,0,0,0
Dane Cruikshank,2022,S,Bears,1,3,1
Dane Jackson,2022,CB,Bills,0,1,2
Dane Jackson,2022,CB,Titans,0,0,1
Daniel Bellinger,2022,TE,Giants,0,4,2
Daniel Brunskill,2022,G,49ers,0,2,0
Daniel Brunskill,2022,G,Seahawks,0,1,0
Daniel Faalele,2022,T,Ravens,0,0,0
Daniel Jones,2022,QB,Giants,0,0,0
Daniel Wise,2022,DE,Commanders,0,1,0
Daniel Wise,2022,DT,Commanders,0,0,0
Danielle Hunter,2022,DE,Vikings,0,0,1
Danny Gray,2022,WR,49ers,1,0,0
Dante Fowler Jr.,2022,DE,Cowboys,0,0,1
Dante Fowler Jr.,2022,LB,Cowboys,0,0,0
Dante Pettis,2022,WR,Bears,0,0,0
Dare Ogunbowale,2022,RB,Texans,0,0,1
Dareke Young,2022,WR,Seahawks,0,1,0
Darian Kinnard,2022,T,Chiefs,0,0,0
Darien Butler,2022,LB,Raiders,0,0,1
Darious Williams,2022,CB,Jaguars,0,0,1
Darius Phillips,2022,CB,Broncos,0,2,2
Darius Slay,2022,CB,Eagles,0,0,0
Darius Slay,2022,CB,Packers,0,0,0
Darius Slayton,2022,WR,Giants,0,0,1
Darnay Holmes,2022,CB,Giants,0,0,1
Darnell Savage,2022,S,Packers,1,0,0
Darrel Williams,2022,RB,Cardinals,0,2,1
Darrell Henderson,2022,RB,Jaguars,0,0,1
Darrell Henderson,2022,RB,Rams,0,0,0
Darrell Taylor,2022,LB,Seahawks,0,1,1
Darren Hall,2022,CB,Falcons,0,0,1
Darren Waller,2022,TE,Raiders,0,1,2
Darrick Forrest,2022,S,Commanders,0,0,0
Darryl Johnson,2022,LB,Seahawks,0,0,0
Daryl Worley,2022,CB,Ravens,0,1,0
Davante Adams,2022,WR,Raiders,0,0,2
David Andrews,2022,C,Patriots,0,2,2
David Bakhtiari,2022,T,Bears,0,0,1
